"","word","sentiment"
"1803","carol","positive"
"1804","carol","trust"
"1805","cartel","negative"
"1806","cartridge","fear"
"1807","cascade","positive"
"1808","case","fear"
"1809","case","negative"
"1810","case","sadness"
"1811","cash","anger"
"1812","cash","anticipation"
"1813","cash","fear"
"1814","cash","joy"
"1815","cash","positive"
"1816","cash","trust"
"1817","cashier","trust"
"1818","casket","fear"
"1819","casket","negative"
"1820","casket","sadness"
"1821","caste","negative"
"1822","casualty","anger"
"1823","casualty","fear"
"1824","casualty","negative"
"1825","casualty","sadness"
"1826","cataract","anticipation"
"1827","cataract","fear"
"1828","cataract","negative"
"1829","cataract","sadness"
"1830","catastrophe","anger"
"1831","catastrophe","disgust"
"1832","catastrophe","fear"
"1833","catastrophe","negative"
"1834","catastrophe","sadness"
"1835","catastrophe","surprise"
"1836","catch","surprise"
"1837","catechism","disgust"
"1838","categorical","positive"
"1839","cater","positive"
"1840","cathartic","positive"
"1841","cathedral","joy"
"1842","cathedral","positive"
"1843","cathedral","trust"
"1844","catheter","negative"
"1845","caution","anger"
"1846","caution","anticipation"
"1847","caution","fear"
"1848","caution","negative"
"1849","cautionary","fear"
"1850","cautious","anticipation"
"1851","cautious","fear"
"1852","cautious","positive"
"1853","cautious","trust"
"1854","cautiously","fear"
"1855","cautiously","positive"
"1856","cede","negative"
"1857","celebrated","anticipation"
"1858","celebrated","joy"
"1859","celebrated","positive"
"1860","celebrating","anticipation"
"1861","celebrating","joy"
"1862","celebrating","positive"
"1863","celebration","anticipation"
"1864","celebration","joy"
"1865","celebration","positive"
"1866","celebration","surprise"
"1867","celebration","trust"
"1868","celebrity","anger"
"1869","celebrity","anticipation"
"1870","celebrity","disgust"
"1871","celebrity","joy"
"1872","celebrity","negative"
"1873","celebrity","positive"
"1874","celebrity","surprise"
"1875","celebrity","trust"
"1876","celestial","anticipation"
"1877","celestial","joy"
"1878","celestial","positive"
"1879","cement","anticipation"
"1880","cement","trust"
"1881","cemetery","fear"
"1882","cemetery","negative"
"1883","cemetery","sadness"
"1884","censor","anger"
"1885","censor","disgust"
"1886","censor","fear"
"1887","censor","negative"
"1888","censor","trust"
"1889","censure","negative"
"1890","center","positive"
"1891","center","trust"
"1892","centurion","positive"
"1893","cerebral","positive"
"1894","ceremony","joy"
"1895","ceremony","positive"
"1896","ceremony","surprise"
"1897","certainty","positive"
"1898","certify","trust"
"1899","cess","disgust"
"1900","cess","negative"
"1901","cessation","negative"
"1902","chaff","anger"
"1903","chaff","fear"
"1904","chaff","negative"
"1905","chafing","negative"
"1906","chagrin","disgust"
"1907","chagrin","negative"
"1908","chagrin","sadness"
"1909","chairman","positive"
"1910","chairman","trust"
"1911","chairwoman","positive"
"1912","chairwoman","trust"
"1913","challenge","anger"
"1914","challenge","fear"
"1915","challenge","negative"
"1916","champion","anticipation"
"1917","champion","joy"
"1918","champion","positive"
"1919","champion","trust"
"1920","chance","surprise"
"1921","chancellor","trust"
"1922","change","fear"
"1923","changeable","anticipation"
"1924","changeable","surprise"
"1925","chant","anger"
"1926","chant","anticipation"
"1927","chant","joy"
"1928","chant","positive"
"1929","chant","surprise"
"1930","chaos","anger"
"1931","chaos","fear"
"1932","chaos","negative"
"1933","chaos","sadness"
"1934","chaotic","anger"
"1935","chaotic","negative"
"1936","chaplain","trust"
"1937","charade","negative"
"1938","chargeable","fear"
"1939","chargeable","negative"
"1940","chargeable","sadness"
"1941","charger","positive"
"1942","charitable","anticipation"
"1943","charitable","joy"
"1944","charitable","positive"
"1945","charitable","trust"
"1946","charity","joy"
"1947","charity","positive"
"1948","charm","positive"
"1949","charmed","joy"
"1950","charmed","negative"
"1951","charmed","positive"
"1952","charming","positive"
"1953","chart","trust"
"1954","chase","negative"
"1955","chasm","fear"
"1956","chastisement","negative"
"1957","chastity","anticipation"
"1958","chastity","positive"
"1959","chastity","trust"
"1960","chattering","positive"
"1961","chatty","negative"
"1962","cheap","negative"
"1963","cheat","anger"
"1964","cheat","disgust"
"1965","cheat","negative"
"1966","checklist","positive"
"1967","checklist","trust"
"1968","cheer","anticipation"
"1969","cheer","joy"
"1970","cheer","positive"
"1971","cheer","surprise"
"1972","cheer","trust"
"1973","cheerful","joy"
"1974","cheerful","positive"
"1975","cheerful","surprise"
"1976","cheerfulness","anticipation"
"1977","cheerfulness","joy"
"1978","cheerfulness","positive"
"1979","cheerfulness","trust"
"1980","cheering","joy"
"1981","cheering","positive"
"1982","cheery","anticipation"
"1983","cheery","joy"
"1984","cheery","positive"
"1985","cheesecake","negative"
"1986","chemist","positive"
"1987","chemist","trust"
"1988","cherish","anticipation"
"1989","cherish","joy"
"1990","cherish","positive"
"1991","cherish","surprise"
"1992","cherish","trust"
"1993","cherry","positive"
"1994","chicane","anticipation"
"1995","chicane","negative"
"1996","chicane","surprise"
"1997","chicane","trust"
"1998","chicken","fear"
"1999","chieftain","positive"
"2000","child","anticipation"
"2001","child","joy"
"2002","child","positive"
"2003","childhood","joy"
"2004","childhood","positive"
"2005","childish","negative"
"2006","chilly","negative"
"2007","chimera","fear"
"2008","chimera","surprise"
"2009","chirp","joy"
"2010","chirp","positive"
"2011","chisel","positive"
"2012","chivalry","positive"
"2013","chloroform","negative"
"2014","chocolate","anticipation"
"2015","chocolate","joy"
"2016","chocolate","positive"
"2017","chocolate","trust"
"2018","choice","positive"
"2019","choir","joy"
"2020","choir","positive"
"2021","choir","trust"
"2022","choke","anger"
"2023","choke","negative"
"2024","choke","sadness"
"2025","cholera","disgust"
"2026","cholera","fear"
"2027","cholera","negative"
"2028","cholera","sadness"
"2029","chop","negative"
"2030","choral","joy"
"2031","choral","positive"
"2032","chore","negative"
"2033","chorus","positive"
"2034","chosen","positive"
"2035","chowder","positive"
"2036","chronic","negative"
"2037","chronic","sadness"
"2038","chronicle","positive"
"2039","chronicle","trust"
"2040","chuckle","anticipation"
"2041","chuckle","joy"
"2042","chuckle","positive"
"2043","chuckle","surprise"
"2044","chuckle","trust"
"2045","church","anticipation"
"2046","church","joy"
"2047","church","positive"
"2048","church","trust"
"2049","cider","positive"
"2050","cigarette","negative"
"2051","circumcision","positive"
"2052","circumvention","negative"
"2053","circumvention","positive"
"2054","citizen","positive"
"2055","civil","positive"
"2056","civility","positive"
"2057","civilization","positive"
"2058","civilization","trust"
"2059","civilized","joy"
"2060","civilized","positive"
"2061","civilized","trust"
"2062","claimant","anger"
"2063","claimant","disgust"
"2064","clairvoyant","positive"
"2065","clamor","anger"
"2066","clamor","anticipation"
"2067","clamor","disgust"
"2068","clamor","negative"
"2069","clamor","surprise"
"2070","clan","trust"
"2071","clap","anticipation"
"2072","clap","joy"
"2073","clap","positive"
"2074","clap","trust"
"2075","clarify","positive"
"2076","clash","anger"
"2077","clash","negative"
"2078","clashing","anger"
"2079","clashing","fear"
"2080","clashing","negative"
"2081","classic","positive"
"2082","classical","positive"
"2083","classics","joy"
"2084","classics","positive"
"2085","classify","positive"
"2086","claw","anger"
"2087","claw","fear"
"2088","claw","negative"
"2089","clean","joy"
"2090","clean","positive"
"2091","clean","trust"
"2092","cleaning","positive"
"2093","cleanliness","positive"
"2094","cleanly","positive"
"2095","cleanse","positive"
"2096","cleansing","positive"
"2097","clearance","positive"
"2098","clearance","trust"
"2099","clearness","positive"
"2100","cleave","fear"
"2101","clerical","positive"
"2102","clerical","trust"
"2103","clever","positive"
"2104","cleverness","positive"
"2105","cliff","fear"
"2106","climax","anticipation"
"2107","climax","joy"
"2108","climax","positive"
"2109","climax","surprise"
"2110","climax","trust"
"2111","clock","anticipation"
"2112","cloister","negative"
"2113","closeness","joy"
"2114","closeness","positive"
"2115","closeness","trust"
"2116","closure","anticipation"
"2117","closure","joy"
"2118","closure","positive"
"2119","closure","sadness"
"2120","clothe","positive"
"2121","clouded","negative"
"2122","clouded","sadness"
"2123","cloudiness","fear"
"2124","cloudiness","negative"
"2125","cloudy","sadness"
"2126","clown","anticipation"
"2127","clown","joy"
"2128","clown","positive"
"2129","clown","surprise"
"2130","clue","anticipation"
"2131","clump","negative"
"2132","clumsy","disgust"
"2133","clumsy","negative"
"2134","coach","trust"
"2135","coalesce","trust"
"2136","coalition","positive"
"2137","coast","positive"
"2138","coax","trust"
"2139","cobra","fear"
"2140","cocaine","negative"
"2141","cocaine","sadness"
"2142","coerce","anger"
"2143","coerce","disgust"
"2144","coerce","fear"
"2145","coerce","negative"
"2146","coercion","anger"
"2147","coercion","disgust"
"2148","coercion","fear"
"2149","coercion","negative"
"2150","coercion","sadness"
"2151","coexist","positive"
"2152","coexist","trust"
"2153","coexisting","trust"
"2154","coffin","fear"
"2155","coffin","negative"
"2156","coffin","sadness"
"2157","cogent","positive"
"2158","cogent","trust"
"2159","cognitive","positive"
"2160","coherence","positive"
"2161","coherent","positive"
"2162","cohesion","trust"
"2163","cohesive","positive"
"2164","cohesive","trust"
"2165","coincidence","surprise"
"2166","cold","negative"
"2167","coldly","negative"
"2168","coldness","anger"
"2169","coldness","disgust"
"2170","coldness","fear"
"2171","coldness","negative"
"2172","coldness","sadness"
"2173","colic","negative"
"2174","collaborator","trust"
"2175","collapse","disgust"
"2176","collapse","fear"
"2177","collapse","negative"
"2178","collapse","sadness"
"2179","collateral","trust"
"2180","collectively","positive"
"2181","collectively","trust"
"2182","collision","anger"
"2183","collision","negative"
"2184","collusion","anger"
"2185","collusion","disgust"
"2186","collusion","fear"
"2187","collusion","negative"
"2188","collusion","sadness"
"2189","colonel","positive"
"2190","colonel","trust"
"2191","colossal","positive"
"2192","coma","fear"
"2193","coma","negative"
"2194","coma","sadness"
"2195","comatose","fear"
"2196","comatose","negative"
"2197","comatose","sadness"
"2198","combat","anger"
"2199","combat","fear"
"2200","combat","negative"
"2201","combatant","anger"
"2202","combatant","fear"
"2203","combatant","negative"
"2204","combative","anger"
"2205","combative","fear"
"2206","combative","negative"
"2207","comfort","anticipation"
"2208","comfort","joy"
"2209","comfort","positive"
"2210","comfort","trust"
"2211","coming","anticipation"
"2212","commandant","positive"
"2213","commandant","trust"
"2214","commanding","positive"
"2215","commanding","trust"
"2216","commemorate","anticipation"
"2217","commemorate","joy"
"2218","commemorate","positive"
"2219","commemorate","sadness"
"2220","commemoration","anticipation"
"2221","commemoration","joy"
"2222","commemoration","positive"
"2223","commemorative","anticipation"
"2224","commemorative","positive"
"2225","commend","positive"
"2226","commendable","joy"
"2227","commendable","positive"
"2228","commendable","trust"
"2229","commentator","positive"
"2230","commerce","trust"
"2231","commission","trust"
"2232","committal","negative"
"2233","committal","sadness"
"2234","committed","positive"
"2235","committed","trust"
"2236","committee","trust"
"2237","commodore","positive"
"2238","commodore","trust"
"2239","commonplace","anticipation"
"2240","commonplace","trust"
"2241","commonwealth","positive"
"2242","commonwealth","trust"
"2243","commotion","anger"
"2244","commotion","negative"
"2245","communicate","positive"
"2246","communicate","trust"
"2247","communication","trust"
"2248","communicative","positive"
"2249","communion","joy"
"2250","communion","positive"
"2251","communion","trust"
"2252","communism","anger"
"2253","communism","fear"
"2254","communism","negative"
"2255","communism","sadness"
"2256","communist","negative"
"2257","community","positive"
"2258","commutation","positive"
"2259","commute","positive"
"2260","compact","trust"
"2261","companion","joy"
"2262","companion","positive"
"2263","companion","trust"
"2264","compass","trust"
"2265","compassion","fear"
"2266","compassion","positive"
"2267","compassionate","positive"
"2268","compatibility","positive"
"2269","compatible","positive"
"2270","compelling","positive"
"2271","compensate","anticipation"
"2272","compensate","joy"
"2273","compensate","positive"
"2274","compensate","surprise"
"2275","compensate","trust"
"2276","compensatory","positive"
"2277","competence","positive"
"2278","competence","trust"
"2279","competency","positive"
"2280","competency","trust"
"2281","competent","positive"
"2282","competent","trust"
"2283","competition","anticipation"
"2284","competition","negative"
"2285","complacency","positive"
"2286","complain","anger"
"2287","complain","negative"
"2288","complain","sadness"
"2289","complaint","anger"
"2290","complaint","negative"
"2291","complement","anticipation"
"2292","complement","joy"
"2293","complement","positive"
"2294","complement","surprise"
"2295","complement","trust"
"2296","complementary","positive"
"2297","completely","positive"
"2298","completeness","positive"
"2299","completing","anticipation"
"2300","completing","joy"
"2301","completing","positive"
"2302","completion","anticipation"
"2303","completion","joy"
"2304","completion","positive"
"2305","complexed","negative"
"2306","complexity","negative"
"2307","compliance","positive"
"2308","compliance","trust"
"2309","compliant","positive"
"2310","complicate","anger"
"2311","complicate","negative"
"2312","complicated","negative"
"2313","complication","negative"
"2314","complicity","negative"
"2315","complicity","positive"
"2316","compliment","anticipation"
"2317","compliment","joy"
"2318","compliment","positive"
"2319","compliment","surprise"
"2320","compliment","trust"
"2321","composed","positive"
"2322","composer","positive"
"2323","compost","disgust"
"2324","compost","negative"
"2325","composure","positive"
"2326","comprehend","positive"
"2327","comprehensive","positive"
"2328","compress","anger"
"2329","comptroller","trust"
"2330","compulsion","anger"
"2331","compulsion","negative"
"2332","compulsory","negative"
"2333","comrade","positive"
"2334","comrade","trust"
"2335","conceal","negative"
"2336","conceal","sadness"
"2337","concealed","anticipation"
"2338","concealed","fear"
"2339","concealed","negative"
"2340","concealed","surprise"
"2341","concealment","anger"
"2342","concealment","anticipation"
"2343","concealment","fear"
"2344","concealment","negative"
"2345","conceit","negative"
"2346","conceited","negative"
"2347","concentric","positive"
"2348","concerned","fear"
"2349","concerned","sadness"
"2350","conciliation","joy"
"2351","conciliation","positive"
"2352","conciliation","trust"
"2353","concluding","positive"
"2354","concord","positive"
"2355","concord","trust"
"2356","concordance","positive"
"2357","concordance","trust"
"2358","concussion","anger"
"2359","concussion","negative"
"2360","concussion","sadness"
"2361","condemn","anger"
"2362","condemn","negative"
"2363","condemnation","anger"
"2364","condemnation","anticipation"
"2365","condemnation","disgust"
"2366","condemnation","fear"
"2367","condemnation","negative"
"2368","condemnation","sadness"
"2369","condescending","negative"
"2370","condescension","anger"
"2371","condescension","disgust"
"2372","condescension","negative"
"2373","condescension","sadness"
"2374","condolence","positive"
"2375","condolence","sadness"
"2376","condone","positive"
"2377","conducive","positive"
"2378","conductivity","positive"
"2379","confederate","positive"
"2380","confederate","trust"
"2381","confess","negative"
"2382","confess","positive"
"2383","confess","trust"
"2384","confession","anticipation"
"2385","confession","fear"
"2386","confession","negative"
"2387","confession","sadness"
"2388","confession","surprise"
"2389","confessional","fear"
"2390","confessional","trust"
"2391","confide","trust"
"2392","confidence","fear"
"2393","confidence","joy"
"2394","confidence","positive"
"2395","confidence","trust"
"2396","confident","joy"
"2397","confident","positive"
"2398","confident","trust"
"2399","confidential","trust"
"2400","confidentially","trust"
"2401","confine","anger"
"2402","confine","fear"
"2403","confine","negative"
"2404","confine","sadness"
"2405","confined","anger"
"2406","confined","disgust"
"2407","confined","fear"
"2408","confined","negative"
"2409","confined","sadness"
"2410","confinement","anger"
"2411","confinement","fear"
"2412","confinement","negative"
"2413","confinement","sadness"
"2414","confirmation","trust"
"2415","confirmed","positive"
"2416","confirmed","trust"
"2417","confiscate","anger"
"2418","confiscate","negative"
"2419","confiscate","sadness"
"2420","confiscation","negative"
"2421","conflagration","anger"
"2422","conflagration","fear"
"2423","conflagration","negative"
"2424","conflict","anger"
"2425","conflict","fear"
"2426","conflict","negative"
"2427","conflict","sadness"
"2428","conflicting","negative"
"2429","conformance","positive"
"2430","conformity","trust"
"2431","confound","negative"
"2432","confounded","negative"
"2433","confront","anger"
"2434","confuse","negative"
"2435","confusion","anger"
"2436","confusion","fear"
"2437","confusion","negative"
"2438","congenial","positive"
"2439","congestion","negative"
"2440","conglomerate","trust"
"2441","congratulatory","joy"
"2442","congratulatory","positive"
"2443","congregation","positive"
"2444","congregation","trust"
"2445","congress","disgust"
"2446","congress","trust"
"2447","congressman","trust"
"2448","congruence","positive"
"2449","congruence","trust"
"2450","conjecture","anticipation"
"2451","conjure","anticipation"
"2452","conjure","surprise"
"2453","conjuring","negative"
"2454","connective","trust"
"2455","connoisseur","joy"
"2456","connoisseur","positive"
"2457","connoisseur","trust"
"2458","conquest","anger"
"2459","conquest","fear"
"2460","conquest","negative"
"2461","conscience","positive"
"2462","conscience","trust"
"2463","conscientious","positive"
"2464","conscientious","trust"
"2465","consciousness","positive"
"2466","consecration","anticipation"
"2467","consecration","joy"
"2468","consecration","positive"
"2469","consecration","sadness"
"2470","consecration","trust"
"2471","consequent","anticipation"
"2472","conservation","anticipation"
"2473","conservation","positive"
"2474","conservation","trust"
"2475","conserve","positive"
"2476","considerable","positive"
"2477","considerate","positive"
"2478","considerate","trust"
"2479","consistency","positive"
"2480","consistency","trust"
"2481","console","positive"
"2482","console","sadness"
"2483","consonant","positive"
"2484","consort","trust"
"2485","conspiracy","fear"
"2486","conspirator","anger"
"2487","conspirator","anticipation"
"2488","conspirator","disgust"
"2489","conspirator","fear"
"2490","conspirator","negative"
"2491","conspire","fear"
"2492","conspire","negative"
"2493","constable","trust"
"2494","constancy","positive"
"2495","constancy","trust"
"2496","constant","positive"
"2497","constant","trust"
"2498","constantly","trust"
"2499","consternation","anger"
"2500","consternation","fear"
"2501","consternation","negative"
"2502","constipation","disgust"
"2503","constipation","negative"
"2504","constitute","trust"
"2505","constitutional","positive"
"2506","constitutional","trust"
"2507","constrain","fear"
"2508","constrain","negative"
"2509","constrained","negative"
"2510","constraint","anger"
"2511","constraint","fear"
"2512","constraint","negative"
"2513","constraint","sadness"
"2514","construct","positive"
"2515","consul","trust"
"2516","consult","trust"
"2517","consummate","positive"
"2518","contact","positive"
"2519","contagion","anticipation"
"2520","contagion","disgust"
"2521","contagion","fear"
"2522","contagion","negative"
"2523","contagious","disgust"
"2524","contagious","fear"
"2525","contagious","negative"
"2526","contaminate","disgust"
"2527","contaminate","negative"
"2528","contaminated","disgust"
"2529","contaminated","fear"
"2530","contaminated","negative"
"2531","contaminated","sadness"
"2532","contamination","disgust"
"2533","contamination","negative"
"2534","contemplation","positive"
"2535","contempt","anger"
"2536","contempt","disgust"
"2537","contempt","fear"
"2538","contempt","negative"
"2539","contemptible","anger"
"2540","contemptible","disgust"
"2541","contemptible","negative"
"2542","contemptuous","anger"
"2543","contemptuous","negative"
"2544","content","joy"
"2545","content","positive"
"2546","content","trust"
"2547","contentious","anger"
"2548","contentious","disgust"
"2549","contentious","fear"
"2550","contentious","negative"
"2551","contingent","anticipation"
"2552","continuation","anticipation"
"2553","continue","anticipation"
"2554","continue","positive"
"2555","continue","trust"
"2556","contour","positive"
"2557","contraband","anger"
"2558","contraband","disgust"
"2559","contraband","fear"
"2560","contraband","negative"
"2561","contracted","negative"
"2562","contradict","anger"
"2563","contradict","negative"
"2564","contradiction","negative"
"2565","contradictory","negative"
"2566","contrary","negative"
"2567","contrasted","negative"
"2568","contravene","negative"
"2569","contravention","negative"
"2570","contribute","positive"
"2571","contributor","positive"
"2572","contributor","trust"
"2573","controversial","anger"
"2574","controversial","negative"
"2575","controversy","negative"
"2576","convenience","positive"
"2577","convenient","positive"
"2578","convent","positive"
"2579","convent","trust"
"2580","convention","positive"
"2581","convergence","anticipation"
"2582","conversant","positive"
"2583","conversational","positive"
"2584","convert","positive"
"2585","conveyancing","trust"
"2586","convict","anger"
"2587","convict","disgust"
"2588","convict","fear"
"2589","convict","negative"
"2590","convict","sadness"
"2591","conviction","negative"
"2592","convince","anticipation"
"2593","convince","positive"
"2594","convince","trust"
"2595","convinced","trust"
"2596","convincing","trust"
"2597","cool","positive"
"2598","coolness","positive"
"2599","coop","anger"
"2600","coop","disgust"
"2601","coop","negative"
"2602","cooperate","positive"
"2603","cooperating","positive"
"2604","cooperating","trust"
"2605","cooperation","positive"
"2606","cooperation","trust"
"2607","cooperative","positive"
"2608","cooperative","trust"
"2609","cop","fear"
"2610","cop","trust"
"2611","copy","negative"
"2612","copycat","anger"
"2613","copycat","disgust"
"2614","copycat","negative"
"2615","core","positive"
"2616","coronation","joy"
"2617","coronation","positive"
"2618","coronation","trust"
"2619","coroner","negative"
"2620","corporal","negative"
"2621","corporation","positive"
"2622","corporation","trust"
"2623","corporeal","positive"
"2624","corpse","disgust"
"2625","corpse","negative"
"2626","corpse","sadness"
"2627","correction","negative"
"2628","corrective","positive"
"2629","correctness","trust"
"2630","correspondence","anticipation"
"2631","correspondence","positive"
"2632","corroborate","positive"
"2633","corroborate","trust"
"2634","corroboration","trust"
"2635","corrosion","negative"
"2636","corrosive","fear"
"2637","corrosive","negative"
"2638","corrupt","negative"
"2639","corrupting","anger"
"2640","corrupting","disgust"
"2641","corrupting","fear"
"2642","corrupting","negative"
"2643","corrupting","sadness"
"2644","corruption","disgust"
"2645","corruption","negative"
"2646","corse","sadness"
"2647","cosmopolitan","positive"
"2648","cosmopolitan","trust"
"2649","cosy","positive"
"2650","couch","sadness"
"2651","cough","disgust"
"2652","cough","negative"
"2653","council","anticipation"
"2654","council","positive"
"2655","council","trust"
"2656","counsel","positive"
"2657","counsel","trust"
"2658","counsellor","anger"
"2659","counsellor","fear"
"2660","counsellor","negative"
"2661","counsellor","trust"
"2662","counselor","positive"
"2663","counselor","trust"
"2664","count","positive"
"2665","count","trust"
"2666","countdown","anticipation"
"2667","countess","positive"
"2668","countryman","trust"
"2669","county","trust"
"2670","coup","anger"
"2671","coup","surprise"
"2672","courage","positive"
"2673","courageous","fear"
"2674","courageous","positive"
"2675","courier","trust"
"2676","coursing","negative"
"2677","court","anger"
"2678","court","anticipation"
"2679","court","fear"
"2680","courteous","positive"
"2681","courtesy","positive"
"2682","courtship","anticipation"
"2683","courtship","joy"
"2684","courtship","positive"
"2685","courtship","trust"
"2686","cove","anticipation"
"2687","cove","disgust"
"2688","cove","fear"
"2689","cove","joy"
"2690","cove","positive"
"2691","covenant","positive"
"2692","covenant","trust"
"2693","cover","trust"
"2694","covet","negative"
"2695","coward","disgust"
"2696","coward","fear"
"2697","coward","negative"
"2698","coward","sadness"
"2699","cowardice","fear"
"2700","cowardice","negative"
"2701","cowardly","fear"
"2702","cowardly","negative"
"2703","coy","fear"
"2704","coyote","fear"
"2705","crabby","anger"
"2706","crabby","negative"
"2707","crack","negative"
"2708","cracked","anger"
"2709","cracked","fear"
"2710","cracked","negative"
"2711","cracking","negative"
"2712","cradle","anticipation"
"2713","cradle","joy"
"2714","cradle","positive"
"2715","cradle","trust"
"2716","craft","positive"
"2717","craftsman","positive"
"2718","cramp","anticipation"
"2719","cramp","negative"
"2720","cramped","negative"
"2721","crank","negative"
"2722","cranky","anger"
"2723","cranky","negative"
"2724","crap","disgust"
"2725","crap","negative"
"2726","craps","anticipation"
"2727","crash","fear"
"2728","crash","negative"
"2729","crash","sadness"
"2730","crash","surprise"
"2731","crave","anticipation"
"2732","craving","anticipation"
"2733","crawl","disgust"
"2734","crawl","negative"
"2735","crazed","anger"
"2736","crazed","fear"
"2737","crazed","negative"
"2738","crazy","anger"
"2739","crazy","fear"
"2740","crazy","negative"
"2741","crazy","sadness"
"2742","creaking","negative"
"2743","cream","anticipation"
"2744","cream","joy"
"2745","cream","positive"
"2746","cream","surprise"
"2747","create","joy"
"2748","create","positive"
"2749","creative","positive"
"2750","creature","disgust"
"2751","creature","fear"
"2752","creature","negative"
"2753","credence","positive"
"2754","credence","trust"
"2755","credential","positive"
"2756","credential","trust"
"2757","credibility","positive"
"2758","credibility","trust"
"2759","credible","positive"
"2760","credible","trust"
"2761","credit","positive"
"2762","credit","trust"
"2763","creditable","positive"
"2764","creditable","trust"
"2765","credited","positive"
"2766","creep","negative"
"2767","creeping","anticipation"
"2768","cremation","sadness"
"2769","crescendo","anticipation"
"2770","crescendo","joy"
"2771","crescendo","positive"
"2772","crescendo","surprise"
"2773","crescendo","trust"
"2774","crew","trust"
"2775","crime","anger"
"2776","crime","negative"
"2777","criminal","anger"
"2778","criminal","disgust"
"2779","criminal","fear"
"2780","criminal","negative"
"2781","criminality","anger"
"2782","criminality","disgust"
"2783","criminality","fear"
"2784","criminality","negative"
"2785","cringe","disgust"
"2786","cringe","fear"
"2787","cringe","negative"
"2788","cringe","sadness"
"2789","cripple","fear"
"2790","cripple","negative"
"2791","cripple","sadness"
"2792","crippled","negative"
"2793","crippled","sadness"
"2794","crisis","negative"
"2795","crisp","negative"
"2796","crisp","trust"
"2797","critic","negative"
"2798","criticism","anger"
"2799","criticism","negative"
"2800","criticism","sadness"
"2801","criticize","anger"
"2802","criticize","disgust"
"2803","criticize","fear"
"2804","criticize","negative"
"2805","criticize","sadness"
"2806","critique","positive"
"2807","critter","disgust"
"2808","crocodile","fear"
"2809","crook","negative"
"2810","cross","anger"
"2811","cross","fear"
"2812","cross","negative"
"2813","cross","sadness"
"2814","crouch","fear"
"2815","crouching","fear"
"2816","crouching","negative"
"2817","crowning","anticipation"
"2818","crowning","joy"
"2819","crowning","positive"
"2820","crowning","surprise"
"2821","crowning","trust"
"2822","crucial","positive"
"2823","crucial","trust"
"2824","cruciate","negative"
"2825","crucifixion","anger"
"2826","crucifixion","disgust"
"2827","crucifixion","fear"
"2828","crucifixion","negative"
"2829","crucifixion","sadness"
"2830","crude","disgust"
"2831","crude","negative"
"2832","cruel","anger"
"2833","cruel","disgust"
"2834","cruel","fear"
"2835","cruel","negative"
"2836","cruel","sadness"
"2837","cruelly","anger"
"2838","cruelly","fear"
"2839","cruelly","negative"
"2840","cruelty","anger"
"2841","cruelty","disgust"
"2842","cruelty","fear"
"2843","cruelty","negative"
"2844","cruelty","sadness"
"2845","crumbling","negative"
"2846","crumbling","sadness"
"2847","crunch","anger"
"2848","crunch","negative"
"2849","crusade","anger"
"2850","crusade","fear"
"2851","crusade","negative"
"2852","crushed","anger"
"2853","crushed","disgust"
"2854","crushed","fear"
"2855","crushed","negative"
"2856","crushed","sadness"
"2857","crushing","anger"
"2858","crushing","disgust"
"2859","crushing","fear"
"2860","crushing","negative"
"2861","crusty","disgust"
"2862","crusty","negative"
"2863","cry","negative"
"2864","cry","sadness"
"2865","crying","negative"
"2866","crying","sadness"
"2867","crypt","fear"
"2868","crypt","negative"
"2869","crypt","sadness"
"2870","crystal","positive"
"2871","cube","trust"
"2872","cuckold","disgust"
"2873","cuckold","negative"
"2874","cuckoo","negative"
"2875","cuddle","joy"
"2876","cuddle","positive"
"2877","cuddle","trust"
"2878","cue","anticipation"
"2879","culinary","positive"
"2880","culinary","trust"
"2881","cull","negative"
"2882","culmination","positive"
"2883","culpability","negative"
"2884","culpable","negative"
"2885","culprit","negative"
"2886","cult","fear"
"2887","cult","negative"
"2888","cultivate","anticipation"
"2889","cultivate","positive"
"2890","cultivate","trust"
"2891","cultivated","positive"
"2892","cultivation","positive"
"2893","culture","positive"
"2894","cumbersome","negative"
"2895","cumbersome","sadness"
"2896","cunning","negative"
"2897","cunning","positive"
"2898","cupping","disgust"
"2899","cupping","fear"
"2900","cupping","negative"
"2901","cupping","sadness"
"2902","cur","anger"
"2903","cur","disgust"
"2904","cur","fear"
"2905","cur","negative"
"2906","curable","positive"
"2907","curable","trust"
"2908","curiosity","anticipation"
"2909","curiosity","positive"
"2910","curiosity","surprise"
"2911","curl","positive"
"2912","curse","anger"
"2913","curse","disgust"
"2914","curse","fear"
"2915","curse","negative"
"2916","curse","sadness"
"2917","cursed","anger"
"2918","cursed","fear"
"2919","cursed","negative"
"2920","cursed","sadness"
"2921","cursing","anger"
"2922","cursing","disgust"
"2923","cursing","negative"
"2924","cursory","negative"
"2925","cushion","positive"
"2926","cussed","anger"
"2927","custodian","trust"
"2928","custody","trust"
"2929","customer","positive"
"2930","cute","positive"
"2931","cutter","fear"
"2932","cutter","negative"
"2933","cutters","positive"
"2934","cutthroat","anger"
"2935","cutthroat","fear"
"2936","cutthroat","negative"
"2937","cutting","anger"
"2938","cutting","disgust"
"2939","cutting","fear"
"2940","cutting","negative"
"2941","cutting","sadness"
"2942","cyanide","fear"
"2943","cyanide","negative"
"2944","cyclone","fear"
"2945","cyclone","negative"
"2946","cyclone","surprise"
"2947","cyst","fear"
