"","dur","proto","service","state","spkts","dpkts","sbytes","dbytes","rate","sttl","dttl","sload","dload","sloss","dloss","sinpkt","dinpkt","sjit","djit","swin","stcpb","dtcpb","dwin","tcprtt","synack","ackdat","smean","dmean","trans_depth","response_body_len","ct_srv_src","ct_state_ttl","ct_dst_ltm","ct_src_dport_ltm","attack_cat","label"
"110",2.3e-05,"udp","-","INT",2,0,188,0,43478.25991,254,0,32695652,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,94,0,0,0,9,2,1,1,"Shellcode",1
"111",9e-06,"udp","-","INT",2,0,298,0,111111.1072,254,0,132444440,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,149,0,0,0,1,2,1,1,"Shellcode",1
"112",0.508235,"tcp","-","FIN",10,6,724,268,29.513907,254,252,10262.96973,3525.928223,2,1,48.616778,89.232797,2479.403782,122.256672,255,2.63395671386404e-315,2.14333622235584e-315,255,0.140442,0.062062,0.07838,72,45,0,0,1,1,1,1,"Shellcode",1
"113",0.48789,"tcp","-","FIN",10,8,542,354,34.843919,254,252,8001.803711,5083.112793,2,1,50.685222,65.858859,3260.596406,121.553531,255,4.50566267963115e-315,8.87081472494234e-315,255,0.081662,0.026871,0.054791,54,44,0,0,1,1,1,1,"Shellcode",1
"114",0.783746,"tcp","-","FIN",10,6,696,268,19.138854,254,252,6400.032715,2286.455078,2,1,74.958222,140.015203,4135.816053,200.224594,255,1.21016441219211e-314,3.45100398136117e-315,255,0.215321,0.083667,0.131654,70,45,0,0,5,1,2,1,"Shellcode",1
"115",0.314537,"tcp","-","FIN",10,6,624,268,47.689145,254,252,14294.02637,5697.263184,2,1,34.948556,57.526199,1743.805906,88.771672,255,4.62498662788449e-315,1.83334352872344e-314,255,0.049121,0.025865,0.023256,62,45,0,0,1,1,1,1,"Shellcode",1
"116",0.192683,"tcp","-","FIN",10,6,642,268,77.848073,254,252,23997.9668,9300.25,2,1,20.346778,37.063,1057.041042,62.668457,255,6.71268928976358e-315,1.55914035512668e-314,255,0.053916,0.007347,0.046569,64,45,0,0,1,1,1,1,"Shellcode",1
"117",3e-06,"udp","-","INT",2,0,194,0,333333.3215,254,0,258666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,97,0,0,0,6,2,1,1,"Shellcode",1
"118",9e-06,"udp","-","INT",2,0,464,0,111111.1072,254,0,206222208,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,232,0,0,0,1,2,1,1,"Shellcode",1
"119",6.416638,"tcp","-","FIN",10,8,1018,354,2.649363,254,252,1143.277832,386.495239,2,1,712.959778,912.268,47654.30506,1486.61875,255,2.09127605737338e-314,1.88055101057638e-314,255,0.063207,0.016124,0.047083,102,44,0,0,2,1,1,1,"Shellcode",1
"120",4e-06,"udp","-","INT",2,0,142,0,250000.0006,254,0,1.42e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,71,0,0,0,1,2,2,1,"Shellcode",1
"121",5e-06,"udp","-","INT",2,0,944,0,200000.0051,254,0,755200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,472,0,0,0,2,2,1,1,"Shellcode",1
"122",0.395779,"tcp","-","FIN",10,6,1862,268,37.899938,254,252,33877.49219,4527.779297,2,1,38.445,69.504602,1893.135952,87.70075,255,1.04861898388922e-314,1.84936931671244e-314,255,0.088338,0.048251,0.040087,186,45,0,0,1,1,1,1,"Shellcode",1
"123",0.364503,"tcp","-","FIN",10,6,1018,268,41.151925,254,252,20126.03516,4916.283203,2,1,40.486778,62.656398,1941.764766,86.738914,255,1.72228402354159e-314,1.25255468532298e-314,255,0.08745,0.051219,0.036231,102,45,0,0,1,1,1,1,"Shellcode",1
"124",9e-06,"udp","-","INT",2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,1,2,1,1,"Shellcode",1
"125",0.186687,"tcp","-","FIN",10,6,852,268,80.348394,254,252,32867.85156,9598.955078,2,1,19.364,36.120602,1027.256768,61.958254,255,7.50520812974137e-315,2.0694177829337e-314,255,0.050831,0.006075,0.044756,85,45,0,0,1,1,1,1,"Shellcode",1
"126",9e-06,"udp","-","INT",2,0,226,0,111111.1072,254,0,100444440,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1,2,1,1,"Shellcode",1
"127",1e-05,"udp","-","INT",2,0,744,0,100000.0025,254,0,297600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,372,0,0,0,1,2,1,1,"Shellcode",1
"128",6e-06,"udp","-","INT",2,0,744,0,166666.6608,254,0,495999968,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,372,0,0,0,1,2,1,1,"Shellcode",1
"129",0.477643,"tcp","-","FIN",10,6,598,268,31.404207,254,252,9027.663086,3751.755859,2,1,46.211222,82.325398,2276.961252,109.031445,255,1.77845644610222e-314,8.95385443287721e-315,255,0.13085,0.066008,0.064842,60,45,0,0,4,1,2,1,"Shellcode",1
"130",6e-06,"udp","-","INT",2,0,312,0,166666.6608,254,0,2.08e+08,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,156,0,0,0,4,2,3,1,"Shellcode",1
"131",9e-06,"udp","-","INT",2,0,360,0,111111.1072,254,0,1.6e+08,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,180,0,0,0,2,2,1,1,"Shellcode",1
"132",1.291153,"tcp","-","FIN",10,8,530,354,13.166527,254,252,2955.498047,1920.763916,2,1,143.461444,166.372859,8492.96685,238.084297,255,1.57204499011626e-314,1.03300627381132e-314,255,0.152048,0.12583,0.026218,53,44,0,0,2,1,3,1,"Shellcode",1
"133",0.465222,"tcp","-","FIN",10,6,626,268,32.242671,254,252,9698.595703,3851.924561,2,1,51.691333,80.401398,2723.754318,154.474734,255,3.15853173842561e-315,1.06915901065309e-314,255,0.083813,0.034833,0.04898,63,45,0,0,1,1,1,1,"Shellcode",1
"134",0.345923,"tcp","-","FIN",10,6,632,268,43.36225,254,252,13158.99805,5180.343262,2,1,38.435889,58.664602,1899.694545,91.760008,255,1.87805947161493e-314,3.46827289977925e-315,255,0.074766,0.051923,0.022843,63,45,0,0,1,1,1,1,"Shellcode",1
"135",8e-06,"udp","-","INT",2,0,232,0,125000.0003,254,0,1.16e+08,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,116,0,0,0,1,2,2,1,"Shellcode",1
"136",0.676708,"tcp","-","FIN",10,6,500,268,22.166134,254,252,5319.87207,2648.114258,2,1,70.246,119.374602,3766.005393,171.396703,255,2.03959504775478e-314,7.59734520181085e-315,255,0.161246,0.079826,0.08142,50,45,0,0,7,1,1,1,"Shellcode",1
"137",0.649096,"tcp","-","FIN",10,6,1194,268,23.109062,254,252,13249.19531,2760.762695,2,1,72.013778,116.617398,3463.409853,168.051547,255,6.93828626437173e-315,1.52108959692535e-314,255,0.181432,0.065999,0.115433,119,45,0,0,1,1,1,1,"Shellcode",1
"138",0.381968,"tcp","-","FIN",10,6,726,268,39.270306,254,252,13697.48242,4691.492676,2,1,38.885,61.028,2038.271273,80.908102,255,1.41881340650879e-314,1.66416555594657e-314,255,0.116037,0.076824,0.039213,73,45,0,0,1,1,1,1,"Shellcode",1
"139",0.381444,"tcp","-","FIN",10,6,924,268,39.324251,254,252,17449.48047,4697.937012,2,1,42.368444,64.273801,2139.803324,87.750664,255,1.3549794289276e-314,1.23421675509073e-314,255,0.11518,0.060071,0.055109,92,45,0,0,1,1,2,1,"Shellcode",1
"140",6e-06,"udp","-","INT",2,0,236,0,166666.6608,254,0,157333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,118,0,0,0,1,2,4,1,"Shellcode",1
"141",0.271932,"tcp","-","FIN",10,6,708,268,55.160848,254,252,18769.39844,6589.882812,2,1,29.372111,44.988398,1607.254124,66.852359,255,1.97149481529802e-315,6.32357630454192e-315,255,0.123656,0.046971,0.076685,71,45,0,0,1,1,1,1,"Shellcode",1
"142",3.5e-05,"udp","-","INT",2,0,350,0,28571.42781,254,0,4e+07,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,175,0,0,0,1,2,1,1,"Shellcode",1
"143",4e-06,"udp","-","INT",2,0,254,0,250000.0006,254,0,2.54e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,127,0,0,0,7,2,3,1,"Shellcode",1
"144",0.930597,"tcp","-","FIN",10,8,582,354,18.267843,254,252,4504.635254,2664.955811,2,1,99.338667,121.664859,5726.79093,198.934375,255,1.1000983529661e-314,4.5219897903525e-315,255,0.161563,0.078939,0.082624,58,44,0,0,1,1,1,1,"Shellcode",1
"145",0.529365,"tcp","-","FIN",10,8,536,354,32.113948,254,252,7299.311523,4684.858398,2,1,58.818333,67.673141,3458.253729,140.340688,255,1.80006743722769e-314,1.62960700442008e-314,255,0.103671,0.045262,0.058409,54,44,0,0,1,1,1,1,"Shellcode",1
"146",0.511544,"tcp","-","FIN",10,8,908,354,33.232724,254,252,12792.64356,4848.067871,2,1,52.952333,65.458,3465.585419,116.265453,255,7.32339638407801e-315,3.16255975188237e-316,255,0.111707,0.053335,0.058372,91,44,0,0,1,1,1,1,"Shellcode",1
"147",7e-06,"udp","-","INT",2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2,2,1,1,"Shellcode",1
"148",9e-06,"udp","-","INT",2,0,240,0,111111.1072,254,0,106666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,120,0,0,0,1,2,1,1,"Shellcode",1
"149",4e-06,"udp","-","INT",2,0,142,0,250000.0006,254,0,1.42e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,71,0,0,0,1,2,18,1,"Shellcode",1
"150",1e-05,"udp","-","INT",2,0,536,0,100000.0025,254,0,214400000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,268,0,0,0,1,2,1,1,"Shellcode",1
"151",6e-06,"udp","-","INT",2,0,184,0,166666.6608,254,0,122666664,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,92,0,0,0,7,2,1,1,"Shellcode",1
"152",4e-06,"udp","-","INT",2,0,520,0,250000.0006,254,0,5.2e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,260,0,0,0,2,2,1,1,"Shellcode",1
"153",0.236866,"tcp","-","FIN",10,6,700,268,63.326945,254,252,21277.85352,7565.458984,2,1,24.287,43.062801,1226.618506,59.85909,255,5.87123058455139e-315,1.53499042685202e-314,255,0.041248,0.021543,0.019705,70,45,0,0,1,1,2,1,"Shellcode",1
"154",0.504715,"tcp","-","FIN",10,8,882,354,33.682374,254,252,12585.31934,4913.664062,2,1,53.667778,63.252145,3541.120854,118.539336,255,7.68682961566518e-315,1.93290719597868e-314,255,0.113278,0.061944,0.051334,88,44,0,0,1,1,1,1,"Shellcode",1
"155",0.60129,"tcp","-","FIN",10,8,588,354,28.272548,254,252,7051.505859,4124.46582,2,1,66.81,73.75243,3918.061491,133.885687,255,8.91966111295655e-315,1.59033280875225e-314,255,0.100789,0.056761,0.044028,59,44,0,0,1,1,1,1,"Shellcode",1
"156",8e-06,"udp","-","INT",2,0,690,0,125000.0003,254,0,3.45e+08,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,345,0,0,0,1,2,2,1,"Shellcode",1
"157",4e-06,"udp","-","INT",2,0,250,0,250000.0006,254,0,2.5e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,125,0,0,0,1,2,1,1,"Shellcode",1
"158",1.002481,"tcp","-","FIN",10,8,1836,354,16.957928,254,252,13191.27246,2473.862305,2,1,111.386778,124.414711,6381.601789,220.285469,255,1.01029206226043e-314,1.82488170049764e-314,255,0.191942,0.106168,0.085774,184,44,0,0,1,1,1,1,"Shellcode",1
"159",9e-06,"udp","-","INT",2,0,332,0,111111.1072,254,0,147555552,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,166,0,0,0,1,2,2,1,"Shellcode",1
"160",0.604229,"tcp","-","FIN",10,8,638,354,28.13503,254,252,7613.007812,4104.404297,2,1,64.786333,73.515859,4143.94782,134.148188,255,2.03388390185047e-314,5.93029403273272e-315,255,0.178765,0.089615,0.08915,64,44,0,0,1,1,1,1,"Shellcode",1
"161",1.4e-05,"udp","-","INT",2,0,148,0,71428.57045,254,0,42285712,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,74,0,0,0,3,2,1,1,"Shellcode",1
"162",0.296582,"tcp","-","FIN",10,6,590,268,50.57623,254,252,14323.18848,6042.17334,2,1,32.953556,52.578199,1991.948292,80.972867,255,9.4745859033909e-315,6.26874277962483e-315,255,0.053767,0.032918,0.020849,59,45,0,0,1,1,1,1,"Shellcode",1
"163",1e-05,"udp","-","INT",2,0,690,0,100000.0025,254,0,2.76e+08,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,345,0,0,0,1,2,1,1,"Shellcode",1
"164",0.539223,"tcp","-","FIN",10,6,530,268,27.817804,254,252,7076.849121,3323.300293,2,1,59.913667,74.5,3394.08566,137.522297,255,4.00657976751245e-315,1.47956433936194e-314,255,0.196201,0.141009,0.055192,53,45,0,0,1,1,1,1,"Shellcode",1
"165",1.5e-05,"udp","-","INT",2,0,244,0,66666.66835,254,0,65066668,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,122,0,0,0,2,2,2,1,"Shellcode",1
"166",0.24829,"tcp","-","FIN",10,6,570,268,60.413226,254,252,16529.05859,7217.366699,2,1,26.106222,39.307,1388.837283,63.962984,255,1.41037963330663e-314,1.79003648220212e-314,255,0.09902,0.051748,0.047272,57,45,0,0,11,1,1,1,"Shellcode",1
"167",1e-05,"udp","-","INT",2,0,630,0,100000.0025,254,0,2.52e+08,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,315,0,0,0,1,2,1,1,"Shellcode",1
"168",5e-06,"udp","-","INT",2,0,296,0,200000.0051,254,0,236800000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,148,0,0,0,1,2,1,1,"Shellcode",1
"169",3e-06,"udp","-","INT",2,0,416,0,333333.3215,254,0,554666624,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,208,0,0,0,1,2,4,1,"Shellcode",1
"170",9e-06,"udp","-","INT",2,0,594,0,111111.1072,254,0,263999984,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,297,0,0,0,2,2,1,1,"Shellcode",1
"171",1e-05,"udp","-","INT",2,0,336,0,100000.0025,254,0,134400000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,168,0,0,0,1,2,1,1,"Shellcode",1
"172",3e-06,"udp","-","INT",2,0,176,0,333333.3215,254,0,234666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,88,0,0,0,1,2,1,1,"Shellcode",1
"173",0.759153,"tcp","-","FIN",10,6,614,268,19.758863,254,252,5827.547363,2360.525391,2,1,84.350333,132.868594,4831.632872,218.877938,255,1.13158675537199e-314,4.62041866490536e-315,255,0.159868,0.093749,0.066119,61,45,0,0,1,1,1,1,"Shellcode",1
"174",0.510877,"tcp","-","FIN",10,8,804,354,33.276111,254,252,11337.36621,4854.397461,2,1,56.664778,67.92357,3294.152014,134.904469,255,1.0278273082471e-314,9.53144867943187e-315,255,0.05759,0.035404,0.022186,80,44,0,0,1,1,2,1,"Shellcode",1
"175",9e-06,"udp","-","INT",2,0,154,0,111111.1072,254,0,68444440,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,77,0,0,0,1,2,1,1,"Shellcode",1
"176",9e-06,"udp","-","INT",2,0,704,0,111111.1072,254,0,312888864,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,352,0,0,0,1,2,1,1,"Shellcode",1
"177",1.2e-05,"udp","-","INT",2,0,222,0,83333.33039,254,0,7.4e+07,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,111,0,0,0,8,2,1,1,"Shellcode",1
"178",0.406204,"tcp","-","FIN",10,6,580,268,36.92726,254,252,10280.54883,4411.57666,2,1,45.133778,71.029602,2786.085692,134.20475,255,8.88488046261808e-315,2.47607700907892e-315,255,0.09364,0.050442,0.043198,58,45,0,0,1,1,1,1,"Shellcode",1
"179",0.211086,"tcp","-","FIN",10,6,1012,268,71.061082,254,252,34526.21094,8489.430664,2,1,21.121556,40.551801,1082.934591,63.366922,255,6.58265506549021e-315,1.7072980579684e-315,255,0.059263,0.008317,0.050946,101,45,0,0,3,1,1,1,"Shellcode",1
"180",0.474729,"tcp","-","FIN",10,6,620,268,31.596974,254,252,9403.259766,3774.785156,2,1,51.655778,91.556602,4212.550053,172.9705,255,5.16320675251224e-315,1.21992765280683e-314,255,0.040785,0.016941,0.023844,62,45,0,0,2,1,1,1,"Shellcode",1
"181",0.585202,"tcp","-","FIN",10,8,888,354,29.049799,254,252,10936.39453,4237.853027,2,1,65.022444,72.141289,3714.907186,138.187734,255,5.24687814807861e-316,1.82888053048483e-314,255,0.172206,0.079531,0.092675,89,44,0,0,1,1,1,1,"Shellcode",1
"182",0.736154,"tcp","-","FIN",10,8,532,354,23.092994,254,252,5205.432617,3368.860107,2,1,81.794889,93.23343,5049.39468,166.417516,255,1.17754914387305e-314,1.58035314416357e-314,255,0.17404,0.082857,0.091183,53,44,0,0,2,1,1,1,"Shellcode",1
"183",0.546226,"tcp","-","FIN",10,6,780,268,27.46116,254,252,10281.45801,3280.693115,2,1,56.091111,91.497398,2909.668645,127.017578,255,4.7991678507905e-315,1.76673176437944e-314,255,0.165229,0.088736,0.076493,78,45,0,0,3,1,1,1,"Shellcode",1
"184",8e-06,"udp","-","INT",2,0,166,0,125000.0003,254,0,8.3e+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,83,0,0,0,1,2,1,1,"Shellcode",1
"185",2e-06,"udp","-","INT",2,0,192,0,500000.0013,254,0,3.84e+08,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,96,0,0,0,9,2,1,1,"Shellcode",1
"186",8e-06,"udp","-","INT",2,0,222,0,125000.0003,254,0,1.11e+08,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,111,0,0,0,1,2,10,1,"Shellcode",1
"187",0.509688,"tcp","-","FIN",10,6,564,268,29.429768,254,252,7973.504883,3515.876221,2,1,53.381222,83.164797,2694.497377,125.941367,255,9.79530932884328e-316,1.30548167118877e-314,255,0.147163,0.093856,0.053307,56,45,0,0,1,1,1,1,"Shellcode",1
"188",0.341176,"tcp","-","FIN",10,6,794,268,43.965577,254,252,16765.54102,5252.420898,2,1,33.665889,63.248199,1672.520175,82.199687,255,5.49521701377139e-315,1.21964296032412e-314,255,0.061398,0.024933,0.036465,79,45,0,0,1,1,2,1,"Shellcode",1
"189",2.596531,"tcp","-","FIN",10,8,738,354,6.547197,254,252,2048.887695,955.120544,2,1,282.821444,359.391281,22460.8785,625.770062,255,1.45002351853461e-314,3.74047752250323e-315,255,0.221003,0.080789,0.140214,74,44,0,0,5,1,2,1,"Shellcode",1
"190",6e-06,"udp","-","INT",2,0,180,0,166666.6608,254,0,119999992,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,90,0,0,0,1,2,1,1,"Shellcode",1
"191",0.695406,"tcp","-","FIN",10,6,554,268,21.570133,254,252,5740.53125,2576.911865,2,1,77.267333,104.880602,3764.338148,182.008688,255,1.1331328483373e-314,1.54889268314621e-314,255,0.216049,0.122792,0.093257,55,45,0,0,1,1,2,1,"Shellcode",1
"192",0.644093,"tcp","-","FIN",10,6,636,268,23.288563,254,252,7116.984863,2782.207031,2,1,69.905222,110.667203,3603.310373,182.037594,255,9.32125015987584e-315,1.38115047205308e-314,255,0.20413,0.090755,0.113375,64,45,0,0,7,1,2,1,"Shellcode",1
"193",3e-06,"udp","-","INT",2,0,656,0,333333.3215,254,0,874666624,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,328,0,0,0,3,2,2,1,"Shellcode",1
"194",1e-06,"udp","-","INT",2,0,202,0,1000000.003,254,0,8.08e+08,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,101,0,0,0,1,2,2,1,"Shellcode",1
"195",0.552713,"tcp","-","FIN",10,6,710,268,27.13886,254,252,9248.923828,3242.189209,2,1,58.56,99.308,3747.941908,173.178141,255,9.74061188442703e-315,9.07123205398467e-315,255,0.116865,0.056158,0.060707,71,45,0,0,1,1,1,1,"Shellcode",1
"196",3e-06,"udp","-","INT",2,0,112,0,333333.3215,254,0,149333328,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,56,0,0,0,1,2,1,1,"Shellcode",1
"197",3e-06,"udp","-","INT",2,0,136,0,333333.3215,254,0,181333328,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,68,0,0,0,1,2,10,1,"Shellcode",1
"198",0.429337,"tcp","-","FIN",10,8,1132,354,39.595936,254,252,18987.41602,5776.348145,2,1,45.516778,58.447145,3108.744314,117.713484,255,6.89005958783775e-315,1.29458915707899e-314,255,0.069779,0.020203,0.049576,113,44,0,0,1,1,10,1,"Shellcode",1
"199",0.600992,"tcp","-","FIN",10,6,668,268,24.958734,254,252,8013.41748,2981.736816,2,1,60.589444,115.505,3537.740062,180.043078,255,1.58038739575854e-316,1.07159506011372e-314,255,0.081331,0.023458,0.057873,67,45,0,0,1,1,1,1,"Shellcode",1
"200",4e-06,"udp","-","INT",2,0,376,0,250000.0006,254,0,3.76e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,188,0,0,0,1,2,1,1,"Shellcode",1
"201",0.657179,"tcp","-","FIN",10,6,912,268,22.824832,254,252,9994.233398,2726.806641,2,1,70.791111,112.969203,3653.816005,176.373078,255,5.04666006088928e-315,8.5551391928968e-316,255,0.17149,0.092331,0.079159,91,45,0,0,8,1,1,1,"Shellcode",1
"202",0.463979,"tcp","-","FIN",10,6,748,268,32.329049,254,252,11621.21582,3862.243652,2,1,51.535556,75.434797,2597.720197,115.56825,255,1.88598278903752e-314,1.97588924957663e-314,255,0.170791,0.086804,0.083987,75,45,0,0,1,1,2,1,"Shellcode",1
"203",0.190013,"tcp","-","FIN",10,6,720,268,78.941964,254,252,27282.34375,9430.933594,2,1,18.610778,36.624398,992.135288,58.557875,255,2.11939398742112e-314,9.08520091526857e-315,255,0.052153,0.006885,0.045268,72,45,0,0,1,1,1,1,"Shellcode",1
"204",0.389653,"tcp","-","FIN",10,8,732,354,43.628562,254,252,13529.98731,6364.637207,2,1,41.974556,52.47843,2911.273623,114.352617,255,1.50605875042889e-314,1.92201314927727e-314,255,0.067166,0.022293,0.044873,73,44,0,0,1,1,1,1,"Shellcode",1
"205",0.896774,"tcp","-","FIN",10,6,982,268,16.726622,254,252,7886.044922,1998.273804,2,1,99.577111,162.512406,5118.09788,270.411656,255,3.60418770581766e-315,8.37605507496969e-315,255,0.303198,0.084201,0.218997,98,45,0,0,6,1,2,1,"Shellcode",1
"206",7e-06,"udp","-","INT",2,0,116,0,142857.1409,254,0,66285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,58,0,0,0,1,2,1,1,"Shellcode",1
"207",13.154288,"tcp","-","FIN",10,8,502,354,1.292354,254,252,274.891357,188.531677,2,1,1461.587556,1873.13025,107007.4347,3271.90025,255,1.85556439942279e-314,1.79073537511308e-315,255,0.121404,0.041701,0.079703,50,44,0,0,2,1,1,1,"Shellcode",1
"208",1e-05,"udp","-","INT",2,0,352,0,100000.0025,254,0,140800000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,176,0,0,0,1,2,1,1,"Shellcode",1
"209",0.189041,"tcp","-","FIN",10,6,724,268,79.347865,254,252,27591.89844,9479.424805,2,1,19.367,36.397,1018.41647,60.206754,255,1.35747960415654e-314,1.81409929336364e-314,255,0.051682,0.007052,0.04463,72,45,0,0,1,1,1,1,"Shellcode",1
"210",0.532256,"tcp","-","FIN",10,6,610,268,28.181927,254,252,8251.667969,3366.800781,2,1,55.043889,90.571602,3015.428754,122.100727,255,2.1150921000371e-314,1.30627828188536e-314,255,0.201285,0.079392,0.121893,61,45,0,0,1,1,1,1,"Shellcode",1
"211",0.186056,"tcp","-","FIN",10,6,634,268,80.620887,254,252,24551.74805,9631.508789,2,1,18.845111,35.353,995.709839,58.426707,255,1.83742394673512e-314,1.38602083927426e-314,255,0.056565,0.009288,0.047277,63,45,0,0,2,1,1,1,"Shellcode",1
"212",1e-06,"udp","-","INT",2,0,224,0,1000000.003,254,0,8.96e+08,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,112,0,0,0,7,2,1,1,"Shellcode",1
"213",1.248376,"tcp","-","FIN",10,8,1132,354,13.617692,254,252,6530.083984,1986.580933,2,1,134.302,155.125719,7270.041584,305.569219,255,8.19706042244973e-316,5.31890433238134e-315,255,0.257316,0.162486,0.09483,113,44,0,0,2,1,2,1,"Shellcode",1
"214",0.218966,"tcp","-","FIN",10,6,524,268,68.503784,254,252,17244.68555,8183.918457,2,1,22.202667,40.167,1130.226077,54.448754,255,1.17579934912416e-314,8.26433573573058e-315,255,0.032263,0.018123,0.01414,52,45,0,0,2,1,1,1,"Shellcode",1
"215",1.1e-05,"udp","-","INT",2,0,212,0,90909.0902,254,0,77090912,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,106,0,0,0,4,2,2,1,"Shellcode",1
"216",0.170426,"tcp","-","FIN",10,6,728,268,88.014742,254,252,30793.42383,10514.82813,2,1,17.563778,31.299199,973.004027,50.635605,255,5.4590746938097e-315,1.88378622159454e-315,255,0.033915,0.013919,0.019996,73,45,0,0,1,1,1,1,"Shellcode",1
"217",1.1e-05,"udp","-","INT",2,0,256,0,90909.0902,254,0,93090912,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,128,0,0,0,1,2,1,1,"Shellcode",1
"218",5e-06,"udp","-","INT",2,0,806,0,200000.0051,254,0,644800000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,403,0,0,0,7,2,1,1,"Shellcode",1
"219",6e-06,"udp","-","INT",2,0,504,0,166666.6608,254,0,3.36e+08,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,252,0,0,0,4,2,1,1,"Shellcode",1
"220",0.443259,"tcp","-","FIN",10,6,600,268,33.84026,254,252,9745.995117,4042.783203,2,1,45.561778,74.019398,2222.266505,91.281344,255,2.78850277493237e-315,5.93397901641157e-315,255,0.111295,0.07316,0.038135,60,45,0,0,7,1,1,1,"Shellcode",1
"221",6e-06,"udp","-","INT",2,0,142,0,166666.6608,254,0,94666664,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,71,0,0,0,1,2,1,1,"Shellcode",1
"222",0.665135,"tcp","-","FIN",10,6,520,268,22.551812,254,252,5628.932129,2694.189697,2,1,70.017444,110.979,3669.137469,164.337734,255,1.25843315940396e-314,4.30999885003993e-315,255,0.238031,0.11023,0.127801,52,45,0,0,2,1,1,1,"Shellcode",1
"223",0.240026,"tcp","-","FIN",10,6,724,268,62.493231,254,252,21730.97852,7465.85791,2,1,25.342889,45.208602,1408.057326,70.982984,255,2.03121661188122e-314,1.7297482517076e-314,255,0.026861,0.013979,0.012882,72,45,0,0,1,1,1,1,"Shellcode",1
"224",6e-06,"udp","-","INT",2,0,524,0,166666.6608,254,0,349333312,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,262,0,0,0,1,2,1,1,"Shellcode",1
"225",1.1e-05,"udp","-","INT",2,0,494,0,90909.0902,254,0,179636368,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,247,0,0,0,13,2,1,1,"Shellcode",1
"226",4e-06,"udp","-","INT",2,0,340,0,250000.0006,254,0,3.4e+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,170,0,0,0,3,2,2,1,"Shellcode",1
